18, 32, 18, 30, 19, 29, 18, 33, 18, 38, 18, 30, 20, 33, 20, 31, 19, 31, 18, 31, 18, 34, 18, 37, 17, 35, 20, 33, 20, 34, 19, 32, 20, 34, 19, 40, 20, 34, 20, 36, 18, 32, 18, 37, 19, 32, 19, 31, 18, 33, 19, 30, 20, 34, 18, 32, 19, 28, 19, 33, 20, 35, 19, 31, 18, 30, 18, 31, 18, 29, 19, 35, 17, 28, 18, 30, 17, 32, 20, 34, 19, 40, 18, 36, 19, 33, 19, 32, 19, 32, 19, 34, 18, 35, 19, 34, 19, 36, 19, 35
19, 32, 20, 40, 20, 34, 19, 33, 19, 38, 19, 36, 20, 37, 21, 36, 20, 37, 19, 31, 19, 34, 19, 37, 18, 35, 21, 33, 21, 37, 20, 40, 21, 41, 20, 40, 20, 34, 20, 36, 19, 32, 19, 37, 20, 32, 20, 36, 19, 33, 21, 41, 20, 34, 19, 34, 20, 33, 19, 38, 21, 35, 20, 37, 19, 32, 19, 33, 19, 32, 20, 36, 18, 31, 19, 38, 19, 38, 21, 35, 20, 40, 21, 36, 20, 35, 20, 36, 19, 33, 20, 34, 20, 35, 20, 37, 21, 39, 21, 35
20, 36, 21, 40, 22, 39, 20, 38, 20, 38, 20, 36, 22, 40, 22, 39, 21, 37, 21, 38, 21, 36, 21, 37, 19, 35, 22, 45, 23, 39, 21, 41, 22, 41, 22, 41, 22, 39, 22, 39, 20, 36, 21, 37, 21, 35, 21, 36, 21, 38, 22, 41, 21, 34, 21, 41, 20, 33, 20, 38, 22, 38, 20, 37, 20, 35, 20, 44, 21, 38, 22, 44, 20, 36, 21, 38, 20, 39, 22, 40, 22, 40, 23, 37, 21, 36, 21, 38, 20, 33, 21, 34, 21, 37, 21, 38, 23, 40, 22, 39
21, 40, 22, 40, 23, 44, 21, 39, 22, 47, 21, 41, 23, 40, 23, 44, 23, 38, 22, 39, 22, 37, 22, 41, 21, 39, 24, 45, 24, 39, 23, 41, 23, 41, 23, 41, 23, 40, 23, 46, 22, 40, 22, 43, 22, 37, 22, 38, 22, 38, 23, 41, 22, 38, 21, 41, 21, 39, 21, 38, 23, 38, 21, 37, 21, 38, 21, 44, 22, 40, 23, 44, 21, 36, 22, 40, 21, 39, 23, 40, 23, 44, 24, 40, 22, 38, 22, 38, 21, 41, 22, 38, 23, 37, 22, 38, 24, 40, 23, 39
22, 40, 22, 40, 24, 44, 22, 40, 23, 47, 22, 41, 24, 40, 24, 45, 24, 40, 23, 44, 23, 40, 23, 41, 22, 40, 25, 45, 25, 44, 24, 42, 24, 45, 24, 41, 24, 41, 24, 46, 23, 40, 23, 43, 23, 40, 23, 38, 23, 44, 24, 41, 23, 38, 23, 41, 22, 40, 23, 48, 24, 40, 22, 42, 22, 40, 22, 44, 23, 43, 24, 44, 22, 39, 24, 40, 22, 39, 24, 41, 24, 44, 25, 43, 23, 38, 23, 40, 22, 41, 23, 38, 24, 39, 23, 38, 26, 44, 24, 42
23, 41, 23, 40, 25, 44, 23, 42, 24, 47, 23, 45, 25, 40, 25, 45, 25, 44, 24, 44, 24, 40, 24, 41, 23, 40, 26, 45, 26, 44, 25, 42, 25, 45, 25, 41, 24, 41, 25, 46, 24, 40, 24, 43, 24, 40, 24, 42, 24, 44, 25, 41, 23, 38, 24, 41, 23, 42, 24, 48, 25, 40, 24, 42, 23, 40, 23, 44, 24, 44, 25, 44, 23, 44, 25, 44, 23, 43, 25, 41, 25, 44, 25, 43, 24, 40, 24, 40, 23, 41, 24, 39, 24, 40, 24, 44, 26, 45, 25, 42
23, 42, 24, 41, 26, 44, 24, 44, 25, 47, 24, 45, 25, 40, 26, 46, 26, 44, 25, 44, 24, 42, 25, 45, 24, 42, 27, 45, 27, 44, 25, 42, 26, 45, 26, 41, 25, 41, 26, 46, 24, 41, 25, 43, 24, 40, 25, 42, 25, 44, 26, 42, 24, 39, 25, 41, 24, 42, 24, 48, 25, 42, 25, 50, 24, 44, 24, 44, 25, 50, 25, 48, 24, 44, 25, 44, 24, 43, 26, 41, 26, 44, 26, 43, 24, 42, 24, 40, 24, 46, 25, 45, 25, 40, 25, 44, 27, 45, 25, 46
24, 42, 25, 53, 26, 44, 25, 44, 25, 47, 25, 45, 26, 42, 26, 46, 26, 44, 26, 44, 25, 43, 26, 45, 24, 42, 27, 45, 27, 45, 26, 44, 26, 45, 27, 42, 26, 41, 26, 46, 25, 41, 25, 43, 25, 44, 25, 46, 26, 44, 27, 46, 24, 39, 25, 44, 25, 42, 25, 48, 26, 42, 25, 50, 24, 44, 25, 44, 26, 50, 26, 48, 25, 45, 26, 44, 24, 43, 26, 42, 27, 44, 27, 43, 25, 42, 25, 40, 25, 46, 26, 45, 26, 40, 25, 44, 28, 45, 26, 49
25, 42, 25, 53, 27, 46, 25, 44, 26, 47, 26, 45, 26, 42, 27, 46, 27, 44, 27, 44, 26, 45, 26, 45, 25, 44, 28, 45, 28, 45, 27, 46, 27, 47, 28, 44, 26, 41, 27, 46, 26, 41, 26, 43, 25, 44, 26, 46, 26, 47, 27, 46, 25, 40, 26, 44, 25, 42, 26, 48, 26, 42, 26, 50, 25, 44, 26, 44, 27, 50, 27, 48, 25, 47, 27, 44, 25, 43, 27, 42, 28, 45, 27, 44, 26, 45, 25, 43, 26, 46, 26, 45, 26, 41, 26, 44, 29, 45, 26, 49
25, 45, 26, 53, 28, 46, 26, 44, 27, 47, 26, 46, 27, 42, 28, 46, 27, 45, 27, 46, 26, 45, 27, 47, 26, 44, 29, 46, 28, 45, 27, 46, 28, 47, 28, 44, 27, 41, 27, 46, 26, 42, 26, 43, 26, 44, 26, 46, 27, 47, 28, 46, 25, 40, 26, 44, 26, 43, 26, 48, 27, 45, 27, 50, 25, 44, 26, 44, 28, 50, 27, 48, 26, 47, 27, 44, 25, 44, 27, 42, 29, 45, 28, 46, 26, 45, 26, 44, 26, 48, 27, 45, 27, 42, 27, 46, 29, 46, 27, 49
26, 47, 26, 53, 28, 47, 26, 44, 27, 50, 27, 46, 27, 45, 28, 46, 28, 45, 28, 48, 27, 46, 27, 47, 26, 44, 29, 46, 28, 45, 28, 46, 28, 50, 29, 44, 27, 42, 28, 46, 27, 43, 27, 44, 26, 44, 27, 46, 28, 47, 28, 46, 26, 40, 27, 44, 26, 46, 27, 48, 28, 45, 27, 50, 26, 44, 27, 48, 28, 50, 28, 48, 27, 48, 28, 44, 26, 44, 28, 42, 29, 47, 28, 46, 27, 49, 26, 44, 27, 48, 27, 45, 27, 42, 27, 46, 30, 46, 27, 49
27, 48, 27, 53, 29, 47, 27, 46, 28, 50, 27, 46, 28, 45, 29, 46, 28, 45, 28, 48, 27, 46, 28, 47, 27, 44, 29, 46, 29, 45, 28, 46, 29, 50, 29, 44, 27, 46, 28, 47, 27, 48, 27, 44, 27, 45, 27, 46, 28, 47, 29, 46, 26, 41, 27, 45, 27, 46, 27, 48, 28, 45, 28, 50, 27, 46, 27, 48, 29, 50, 28, 49, 27, 48, 28, 45, 26, 44, 28, 46, 29, 47, 29, 46, 27, 49, 27, 46, 27, 48, 27, 45, 27, 42, 28, 46, 30, 46, 28, 49
27, 48, 27, 53, 29, 47, 28, 48, 28, 50, 28, 47, 28, 45, 29, 46, 28, 46, 29, 48, 28, 46, 28, 47, 27, 44, 30, 46, 29, 45, 29, 48, 30, 50, 29, 44, 28, 46, 29, 47, 28, 48, 28, 47, 27, 48, 28, 48, 29, 47, 29, 46, 26, 43, 28, 45, 27, 46, 28, 48, 28, 45, 28, 50, 27, 46, 28, 48, 29, 50, 29, 49, 28, 48, 29, 45, 27, 44, 29, 46, 30, 47, 29, 48, 28, 49, 27, 46, 28, 48, 28, 45, 27, 44, 28, 46, 31, 47, 28, 49
28, 48, 28, 53, 30, 47, 28, 48, 29, 50, 28, 47, 28, 45, 29, 48, 29, 48, 29, 48, 28, 46, 28, 47, 27, 45, 30, 48, 29, 49, 29, 50, 30, 50, 30, 44, 28, 46, 29, 47, 28, 48, 28, 47, 28, 48, 28, 48, 29, 49, 30, 46, 27, 50, 28, 45, 28, 46, 28, 48, 29, 45, 29, 50, 27, 47, 28, 48, 30, 51, 29, 50, 28, 48, 29, 45, 27, 44, 29, 46, 30, 47, 29, 48, 28, 49, 27, 46, 28, 48, 28, 47, 28, 44, 28, 48, 31, 47, 29, 49
28, 48, 28, 53, 30, 48, 28, 48, 29, 50, 29, 49, 29, 45, 30, 48, 29, 48, 30, 48, 29, 46, 29, 47, 28, 46, 30, 48, 30, 49, 29, 50, 30, 50, 30, 44, 28, 46, 30, 47, 28, 48, 28, 47, 28, 50, 28, 48, 30, 49, 30, 47, 27, 50, 29, 46, 28, 50, 29, 48, 29, 45, 29, 50, 28, 47, 29, 48, 30, 51, 30, 50, 28, 49, 29, 45, 27, 47, 29, 46, 31, 47, 30, 48, 29, 49, 28, 46, 28, 48, 29, 47, 28, 45, 29, 49, 31, 47, 29, 49
28, 48, 29, 53, 30, 49, 29, 49, 29, 50, 29, 49, 29, 45, 30, 48, 29, 49, 30, 48, 29, 46, 29, 47, 28, 46, 31, 48, 30, 53, 30, 50, 31, 50, 30, 48, 29, 46, 30, 47, 29, 48, 29, 47, 29, 50, 29, 48, 30, 49, 30, 47, 27, 50, 29, 52, 29, 50, 29, 48, 29, 47, 29, 50, 28, 48, 29, 48, 31, 51, 30, 50, 29, 49, 29, 45, 28, 47, 30, 46, 31, 48, 30, 48, 29, 49, 28, 48, 29, 48, 29, 47, 28, 45, 29, 49, 32, 48, 30, 49
29, 48, 29, 53, 30, 49, 29, 49, 30, 50, 29, 49, 29, 46, 30, 48, 29, 49, 30, 48, 29, 46, 29, 47, 28, 46, 31, 48, 30, 53, 30, 50, 31, 50, 30, 48, 29, 46, 30, 47, 29, 48, 29, 48, 29, 50, 29, 48, 30, 49, 31, 48, 28, 50, 29, 52, 29, 50, 29, 48, 30, 47, 30, 50, 29, 48, 29, 48, 31, 51, 30, 50, 29, 49, 30, 45, 28, 47, 30, 49, 31, 48, 30, 48, 29, 51, 28, 48, 29, 48, 29, 47, 29, 45, 29, 49, 32, 50, 30, 49
29, 48, 29, 53, 31, 49, 29, 49, 30, 50, 29, 50, 30, 46, 31, 48, 30, 50, 30, 48, 29, 48, 30, 48, 28, 46, 31, 52, 31, 53, 31, 51, 31, 50, 30, 48, 29, 46, 31, 47, 29, 48, 29, 48, 29, 50, 29, 52, 31, 49, 31, 48, 28, 50, 30, 52, 29, 50, 30, 48, 30, 48, 30, 50, 29, 48, 30, 48, 31, 51, 30, 50, 29, 49, 30, 45, 28, 47, 30, 49, 31, 50, 31, 48, 30, 51, 29, 49, 29, 48, 30, 53, 29, 46, 30, 49, 32, 50, 30, 49
29, 48, 30, 53, 31, 49, 30, 49, 30, 50, 30, 50, 30, 50, 31, 48, 30, 50, 31, 48, 30, 48, 30, 48, 29, 46, 32, 52, 31, 53, 31, 51, 31, 50, 31, 48, 29, 46, 31, 47, 30, 48, 30, 48, 30, 50, 30, 52, 31, 49, 31, 48, 28, 50, 30, 52, 30, 50, 30, 48, 30, 48, 30, 50, 29, 48, 30, 48, 32, 51, 31, 50, 30, 49, 30, 45, 29, 47, 30, 49, 32, 52, 31, 48, 30, 51, 29, 49, 30, 48, 30, 53, 29, 46, 30, 49, 32, 50, 31, 49
30, 48, 30, 53, 31, 49, 30, 49, 30, 50, 30, 50, 30, 50, 31, 48, 30, 50, 31, 48, 30, 48, 30, 48, 29, 46, 32, 52, 31, 53, 31, 51, 31, 52, 31, 48, 29, 47, 31, 47, 30, 48, 30, 48, 30, 50, 30, 52, 31, 49, 32, 48, 29, 50, 30, 52, 30, 50, 30, 48, 30, 48, 31, 50, 30, 48, 30, 48, 32, 51, 31, 53, 30, 49, 30, 45, 29, 47, 30, 49, 32, 52, 31, 48, 31, 51, 29, 49, 30, 48, 30, 53, 29, 46, 30, 49, 33, 50, 31, 49
30, 49, 30, 53, 31, 49, 30, 49, 31, 50, 30, 50, 30, 50, 31, 48, 30, 50, 31, 48, 30, 48, 30, 48, 29, 46, 32, 52, 31, 53, 31, 51, 32, 52, 31, 48, 30, 47, 31, 51, 30, 48, 30, 48, 30, 50, 30, 52, 31, 50, 32, 48, 29, 50, 30, 52, 30, 50, 30, 50, 30, 48, 31, 50, 30, 48, 30, 48, 32, 52, 31, 53, 30, 49, 30, 45, 29, 47, 30, 49, 32, 52, 31, 49, 31, 52, 29, 49, 30, 48, 30, 53, 29, 49, 31, 49, 33, 50, 31, 49
30, 49, 30, 53, 32, 49, 31, 49, 31, 50, 30, 50, 31, 50, 31, 49, 31, 50, 31, 49, 30, 48, 31, 48, 29, 52, 32, 52, 32, 53, 32, 52, 32, 52, 31, 48, 30, 47, 31, 51, 31, 48, 30, 50, 30, 50, 30, 52, 31, 53, 32, 48, 29, 50, 31, 52, 30, 50, 31, 50, 31, 50, 31, 50, 30, 48, 31, 48, 32, 52, 32, 53, 30, 49, 30, 46, 30, 47, 31, 49, 32, 52, 32, 49, 31, 52, 30, 51, 30, 48, 31, 53, 29, 49, 31, 49, 33, 50, 31, 49
31, 49, 30, 53, 32, 49, 31, 49, 31, 50, 31, 50, 31, 50, 32, 49, 31, 52, 32, 49, 30, 48, 31, 50, 29, 52, 32, 52, 32, 53, 32, 52, 32, 52, 32, 48, 30, 47, 32, 51, 31, 48, 31, 50, 31, 50, 31, 52, 32, 53, 32, 48, 29, 50, 31, 52, 31, 50, 31, 50, 31, 50, 32, 50, 30, 48, 31, 48, 33, 52, 32, 53, 30, 49, 31, 46, 30, 47, 31, 49, 33, 55, 32, 49, 32, 52, 30, 51, 30, 48, 31, 53, 30, 49, 31, 50, 33, 50, 31, 49
31, 49, 31, 53, 32, 49, 31, 49, 31, 50, 31, 50, 31, 50, 32, 49, 31, 52, 32, 49, 31, 48, 31, 51, 30, 52, 32, 52, 32, 53, 32, 52, 32, 52, 32, 49, 30, 51, 32, 51, 31, 50, 31, 50, 31, 50, 31, 54, 32, 53, 32, 48, 29, 52, 31, 52, 31, 56, 31, 50, 31, 50, 32, 52, 31, 48, 31, 48, 33, 52, 32, 53, 31, 49, 31, 48, 30, 49, 31, 49, 33, 55, 32, 49, 32, 52, 30, 51, 30, 49, 31, 53, 30, 49, 31, 50, 33, 50, 32, 49
31, 49, 31, 53, 32, 49, 31, 50, 31, 50, 31, 53, 31, 50, 32, 49, 31, 52, 32, 49, 31, 48, 31, 51, 30, 52, 33, 54, 32, 53, 32, 52, 32, 52, 32, 49, 31, 51, 32, 51, 32, 50, 31, 50, 31, 50, 31, 54, 32, 53, 33, 48, 30, 52, 31, 52, 31, 56, 31, 50, 31, 50, 32, 52, 31, 48, 31, 48, 33, 52, 32, 53, 31, 49, 31, 48, 30, 49, 31, 49, 33, 55, 32, 49, 32, 53, 30, 51, 31, 49, 32, 53, 30, 49, 32, 50, 33, 50, 32, 50
